total,category_desc,member,region
814.70,Clothing,21273,Eastern Europea
140099.10,Meals,27353,Eastern Europea
90941.50,Meals,21310,Eastern Europea
32529.10,Electronics,24723,Scandanavian
82176.50,Misc,29794,South American
295536.90,Lodging,25330,Western Europea
105858.80,Electronics,21938,Japan
209074.40,Meals,23629,Mid East / Sout
94927.00,Communication,29122,Western Europea
94379.80,Electronics,23298,Africa
219499.30,Electronics,20023,China
106503.70,Electronics,28851,South American
74190.80,Communication,21654,Eastern Europea
63794.00,Home Supplies,28876,Africa
78106.70,Meals,25438,Scandanavian
101664.40,Electronics,27491,Eastern Europea
143142.90,Groceries,25355,Western Europea
15845.60,Misc,25560,Western Europea
83247.70,Lodging,29349,Western Europea
192880.70,Entertainment,24940,Scandanavian
189090.60,Groceries,23440,Africa
383790.00,Lodging,23627,Mid East / Sout
129759.70,Home Supplies,20412,China
130773.50,Groceries,28973,Eastern Europea
8543.90,Misc,20027,China
21779.30,Misc,29688,South American
245234.80,Meals,29800,Japan
19419.50,Groceries,29717,Western Europea
69522.50,Entertainment,21322,Eastern Europea
68120.30,Lodging,27245,Eastern Europea
54833.60,Entertainment,28215,Western Europea
23096.00,Lodging,21712,Eastern Europea
382415.90,Entertainment,26855,Eastern Europea
48506.60,Misc,22580,Africa
20890.10,Entertainment,21428,Japan
200586.70,Lodging,22883,Africa
52679.00,Home Supplies,28902,Scandanavian
114945.00,Misc,24495,Mid East / Sout
71831.00,Entertainment,29280,Eastern Europea
50233.70,Home Supplies,21605,Eastern Europea
78100.60,Lodging,22777,Mid East / Sout
107905.90,Lodging,24137,Mid East / Sout
110960.70,Groceries,25993,South American
74218.90,Entertainment,23237,Africa
59057.30,Home Supplies,24774,South American
51931.50,Groceries,29162,Japan
92584.30,Lodging,27861,Western Europea
84154.00,Misc,29768,South American
70114.90,Entertainment,24302,Mid East / Sout
106845.70,Misc,28534,Japan
34604.30,Electronics,29595,South American
84872.20,Communication,22229,Japan
71745.50,Misc,23133,Africa
71722.30,Groceries,21505,Japan
99270.40,Home Supplies,25965,South American
73010.90,Lodging,20224,Africa
36194.60,Electronics,24875,Scandanavian
917.30,Meals,24694,South American
82723.70,Communication,26105,South American
171734.10,Clothing,24570,Mid East / Sout
99800.50,Meals,24247,Mid East / Sout
16803.20,Communication,22424,Africa
168006.30,Groceries,25186,Western Europea
183082.40,Home Supplies,27685,Eastern Europea
65794.70,Groceries,26314,South American
38605.70,Electronics,25556,Western Europea
78653.90,Communication,23552,Mid East / Sout
129234.50,Clothing,25017,Scandanavian
90754.60,Lodging,21586,Eastern Europea
40891.00,Home Supplies,24837,Scandanavian
67943.20,Communication,25272,South American
140663.40,Communication,26463,Scandanavian
58356.20,Meals,29056,Africa
21488.60,Communication,23463,Africa
66752.30,Home Supplies,26646,Scandanavian
52029.20,Groceries,20271,Japan
114175.50,Meals,21694,Eastern Europea
110453.80,Electronics,23747,Mid East / Sout
95639.10,Clothing,20208,Africa
131298.70,Home Supplies,25132,Scandanavian
203408.20,Groceries,24505,Mid East / Sout
65053.30,Lodging,27692,Eastern Europea
27097.40,Home Supplies,24093,Mid East / Sout
20513.90,Meals,22438,Africa
41102.30,Electronics,20704,China
71083.50,Clothing,20360,China
121248.80,Misc,29304,Western Europea
66974.60,Entertainment,20515,Japan
46454.60,Misc,25623,Scandanavian
3277.10,Electronics,24042,China
20548.10,Communication,20420,Japan
130375.30,Entertainment,21196,China
82621.10,Home Supplies,24156,Mid East / Sout
42162.50,Electronics,26003,South American
76225.70,Meals,20460,Japan
133937.00,Communication,27977,Western Europea
81851.60,Lodging,22714,Mid East / Sout
127770.00,Entertainment,21259,China
132153.70,Misc,25981,South American
3636.20,Lodging,21649,Eastern Europea
81150.50,Meals,26056,South American
95611.00,Electronics,26747,Eastern Europea
101042.70,Misc,24558,Mid East / Sout
79143.70,Clothing,21399,Eastern Europea
13554.20,Home Supplies,27774,Western Europea
64324.10,Home Supplies,21731,Eastern Europea
91729.30,Entertainment,25493,Scandanavian
113081.10,Misc,29857,Mid East / Sout
348175.60,Home Supplies,23540,Mid East / Sout
87944.10,Lodging,25267,Western Europea
246506.30,Electronics,21769,Eastern Europea
139004.70,Misc,20196,Africa
58886.30,Meals,27865,Western Europea
20548.10,Lodging,23458,Africa
28927.10,Groceries,22249,Japan
81623.20,Home Supplies,26709,Eastern Europea
78842.00,Misc,23814,China
32843.00,Groceries,24058,China
127263.10,Entertainment,29855,Eastern Europea
123751.50,Home Supplies,20475,Japan
173478.30,Communication,20446,Japan
156914.50,Entertainment,26686,South American
157654.70,Communication,23615,Mid East / Sout
69670.30,Lodging,29796,Eastern Europea
11177.30,Communication,27888,Western Europea
30032.50,Entertainment,24365,Mid East / Sout
14905.10,Misc,28792,South American
86439.30,Lodging,20161,Japan
82706.60,Communication,22487,Africa
134319.30,Electronics,29853,Mid East / Sout
11399.60,Meals,23271,Africa
82843.40,Meals,24631,Mid East / Sout
126049.00,Home Supplies,22026,Japan
102433.90,Groceries,21568,Eastern Europea
23848.40,Groceries,20208,Africa
296705.80,Clothing,28867,China
1755.20,Lodging,22202,Japan
104736.30,Meals,28993,China
35818.40,Entertainment,20964,China
21437.30,Clothing,27507,South American
245918.80,Groceries,20529,Japan
209484.80,Entertainment,22324,Japan
139432.20,Entertainment,28727,China
13400.30,Electronics,29532,Mid East / Sout
83630.00,Misc,26430,Scandanavian
54611.30,Lodging,24523,Mid East / Sout
72617.60,Lodging,29117,Africa
34279.40,Entertainment,24044,China
227125.90,Home Supplies,25902,Scandanavian
415583.80,Lodging,25883,South American
79269.50,Lodging,23395,Africa
104257.50,Lodging,27397,Eastern Europea
36810.20,Misc,22068,Japan
38109.80,Lodging,24755,South American
49327.40,Lodging,28757,Africa
327285.50,Home Supplies,21668,Eastern Europea
233350.30,Groceries,29843,China
15811.40,Groceries,28804,South American
22822.40,Entertainment,29048,Japan
7535.00,Lodging,29438,South American
7996.70,Home Supplies,20987,China
74481.50,Misc,26751,South American
208550.40,Home Supplies,22347,Japan
146973.30,Home Supplies,25581,Western Europea
72361.10,Groceries,25930,South American
124521.00,Clothing,28546,China
237015.80,Misc,29920,Eastern Europea
106161.70,Home Supplies,29815,Mid East / Sout
59792.60,Lodging,21970,Japan
118849.90,Misc,25237,Western Europea
46425.30,Misc,28560,Japan
3909.80,Home Supplies,29494,Scandanavian
35356.70,Meals,26440,South American
56469.10,Groceries,22017,Japan
55945.10,Communication,28658,Scandanavian
174036.50,Meals,25080,Scandanavian
108812.20,Groceries,24737,Scandanavian
216125.70,Communication,20678,Japan
117031.20,Electronics,20641,Japan
84758.60,Meals,22501,Africa
18581.60,Meals,20718,China
162545.30,Misc,23582,Mid East / Sout
136798.80,Groceries,28060,Western Europea
126869.80,Entertainment,28278,Western Europea
36074.90,Meals,21462,Japan
79434.40,Entertainment,25853,Scandanavian
15486.50,Clothing,27802,South American
35408.00,Entertainment,26918,Eastern Europea
20599.40,Clothing,21041,China
85340.00,Clothing,21336,Eastern Europea
68479.40,Groceries,26995,Western Europea
25832.00,Meals,22822,Mid East / Sout
146169.60,Groceries,29420,Africa
52655.80,Communication,24296,Mid East / Sout
65942.50,Meals,26119,South American
174669.20,Communication,26079,South American
90395.50,Clothing,29316,China
14511.80,Electronics,23066,Africa
85197.10,Misc,21324,Eastern Europea
49577.80,Communication,20062,Africa
139233.10,Communication,28953,Japan
82894.70,Meals,24015,China
73113.50,Electronics,27428,Eastern Europea
395245.80,Clothing,22824,Africa
248193.10,Groceries,23082,Africa
54365.80,Clothing,23594,Mid East / Sout
50541.50,Communication,21422,Japan
143638.80,Meals,25375,Western Europea
54451.30,Electronics,29237,Africa
65093.60,Communication,28504,South American
76448.00,Communication,24591,Mid East / Sout
64683.20,Communication,27144,Western Europea
27473.60,Meals,28544,Mid East / Sout
190754.20,Clothing,21785,Eastern Europea
85470.70,Clothing,23145,Africa
85368.10,Communication,29274,Scandanavian
7432.40,Clothing,28572,Scandanavian
74178.60,Communication,26400,Scandanavian
69180.50,Communication,25335,Western Europea
65572.40,Clothing,20271,Japan
26082.40,Clothing,26763,Eastern Europea
120154.40,Electronics,26979,South American
113241.10,Meals,22206,Japan
43547.60,Groceries,22633,Africa
15247.10,Clothing,20720,China
29833.40,Clothing,22080,Japan
52661.90,Communication,23526,Mid East / Sout
114677.50,Communication,28209,South American
190230.20,Meals,23566,Mid East / Sout
93439.30,Lodging,22462,Africa
71117.70,Communication,22407,Africa
23027.60,Lodging,29504,Africa
69180.50,Groceries,22885,Africa
33629.60,Groceries,21714,Eastern Europea
168416.70,Electronics,29632,China
146802.30,Meals,24021,China
125649.60,Lodging,23633,Mid East / Sout
900.20,Communication,21236,China
368154.50,Misc,24787,Scandanavian
352120.80,Clothing,29840,China
291798.10,Home Supplies,29617,Western Europea
73404.20,Electronics,21165,China
82877.60,Meals,22593,Africa
139688.70,Electronics,20467,Japan
1738.10,Misc,28062,Western Europea
49754.90,Meals,20105,China
243548.00,Home Supplies,27808,Western Europea
80580.10,Home Supplies,24425,Mid East / Sout
63229.70,Communication,27599,Eastern Europea
76253.80,Misc,28703,China
2251.10,Groceries,29394,China
141558.70,Entertainment,24511,Mid East / Sout
10271.00,Lodging,27546,Eastern Europea
10664.30,Lodging,23103,Africa
3926.90,Electronics,25719,South American
8509.70,Misc,26104,South American
46437.50,Home Supplies,25850,Scandanavian
193746.70,Clothing,25286,Western Europea
80374.90,Electronics,28207,Western Europea
85710.10,Home Supplies,26383,Scandanavian
15879.80,Lodging,25591,Western Europea
163058.30,Lodging,23636,Mid East / Sout
248113.70,Groceries,20394,China
26892.20,Entertainment,23870,China
96859.30,Meals,24018,China
46249.40,Clothing,28672,Mid East / Sout
75969.20,Meals,21336,Eastern Europea
17914.70,Groceries,28607,Japan
155694.30,Electronics,23764,Mid East / Sout
41444.30,Groceries,25541,Scandanavian
8492.60,Home Supplies,25066,South American
16461.20,Meals,27848,Western Europea
54713.90,Home Supplies,24365,Mid East / Sout
73250.30,Home Supplies,27811,Western Europea
150541.10,Entertainment,29912,Western Europea
154155.30,Groceries,25478,Scandanavian
109359.40,Entertainment,20595,Japan
222406.30,Misc,26044,South American
23055.70,Meals,29102,South American
203625.60,Home Supplies,28278,Western Europea
35066.00,Lodging,27019,South American
3550.70,Clothing,25289,Western Europea
28687.70,Entertainment,25936,South American
85305.80,Entertainment,24571,Mid East / Sout
83110.90,Entertainment,27107,Eastern Europea
80785.30,Electronics,28147,Western Europea
43735.70,Meals,29165,Africa
37186.40,Meals,28315,Western Europea
53465.60,Clothing,25226,Western Europea
54970.40,Meals,25189,Western Europea
36416.90,Clothing,26073,South American
126395.90,Home Supplies,28979,Eastern Europea
129298.00,Entertainment,23403,Africa
141165.40,Electronics,25018,Scandanavian
108025.60,Meals,25252,Western Europea
29092.00,Clothing,22627,Africa
97628.80,Groceries,28074,South American
60083.30,Misc,27275,Eastern Europea
73489.70,Communication,24362,Mid East / Sout
76886.50,Misc,22915,Mid East / Sout
6286.70,Electronics,21168,China
16751.90,Electronics,28845,Africa
45856.10,Clothing,29205,Mid East / Sout
62579.90,Meals,21485,Japan
56657.20,Communication,20449,Japan
46950.50,Home Supplies,21236,China
35972.30,Meals,21273,Eastern Europea
47053.10,Entertainment,23340,Africa
27234.20,Electronics,25081,Scandanavian
90474.90,Misc,29490,Africa
31776.70,Clothing,22160,Japan
93341.60,Groceries,28140,Western Europea
216495.80,Misc,21487,Japan
134866.50,Electronics,21102,China
115902.60,Meals,22126,Japan
99828.60,Entertainment,20277,China
58589.50,Meals,27851,Western Europea
61422.00,Misc,27212,Eastern Europea
98819.70,Misc,26041,South American
8526.80,Electronics,21889,Japan
6697.10,Lodging,23040,Africa
32375.20,Communication,29620,China
14409.20,Meals,23869,China
10288.10,Electronics,25084,Scandanavian
127776.10,Entertainment,20020,Africa
24868.30,Misc,29170,Eastern Europea
39386.20,Home Supplies,20446,Japan
73130.60,Meals,27210,Eastern Europea
74225.00,Clothing,22163,Japan
71346.10,Meals,24084,China
176657.70,Clothing,21522,Japan
75751.80,Misc,24086,Mid East / Sout
51567.50,Clothing,28732,Mid East / Sout
74287.30,Communication,21940,Japan
67396.00,Clothing,20992,China
44710.40,Groceries,24307,Mid East / Sout
81184.70,Meals,24081,China
115361.50,Electronics,23913,China
289010.80,Entertainment,20810,China
243182.80,Groceries,27502,South American
72697.00,Lodging,23570,Mid East / Sout
36245.90,Groceries,24903,Scandanavian
51396.50,Electronics,21743,Eastern Europea
232324.30,Clothing,29843,China
57922.60,Clothing,21310,Eastern Europea
66780.40,Home Supplies,20515,Japan
70770.80,Misc,28640,Mid East / Sout
8612.30,Entertainment,28017,Western Europea
128391.70,Misc,24083,China
83008.30,Home Supplies,20512,Japan
90823.00,Communication,29617,Western Europea
108566.70,Meals,29743,Eastern Europea
27747.20,Home Supplies,25853,Scandanavian
46163.90,Communication,25063,Scandanavian
237009.70,Misc,28766,Mid East / Sout
103152.10,Misc,21083,China
139609.30,Electronics,23973,China
13143.80,Entertainment,25358,Western Europea
348974.40,Clothing,24055,China
153454.20,Meals,22000,Japan
62904.80,Communication,25000,South American
62921.90,Clothing,26714,Eastern Europea
152810.50,Electronics,26509,Scandanavian
81873.60,Clothing,26777,Eastern Europea
79.40,Meals,26740,South American
74686.70,Electronics,29698,Eastern Europea
64300.90,Groceries,27499,Eastern Europea
139551.90,Misc,29233,Mid East / Sout
52781.60,Meals,27144,Western Europea
125769.30,Meals,21851,Japan
80021.90,Home Supplies,23042,Africa
54474.50,Lodging,26166,South American
96528.30,Misc,21616,Eastern Europea
161234.70,Electronics,29572,Western Europea
69093.80,Lodging,26759,Eastern Europea
132216.00,Entertainment,25149,Scandanavian
763.40,Communication,25003,Scandanavian
59239.30,Misc,29167,Japan
41170.70,Misc,21023,China
82227.80,Communication,22470,Africa
30613.90,Home Supplies,23045,Africa
186833.40,Misc,21553,Eastern Europea
39529.10,Home Supplies,23320,Africa
262448.40,Meals,29806,Eastern Europea
32860.10,Home Supplies,23257,Africa
115287.00,Entertainment,25616,Scandanavian
15127.40,Misc,21490,Japan
68530.70,Lodging,26441,Scandanavian
69556.70,Clothing,24052,China
135510.20,Groceries,23795,Mid East / Sout
66786.50,Communication,29042,Africa
86667.70,Clothing,21247,China
104297.80,Electronics,22659,Africa
47497.70,Meals,26102,South American
142640.90,Groceries,23457,Africa
212357.60,Meals,25315,Western Europea
106657.60,Lodging,21890,Japan
112283.50,Home Supplies,22982,Africa
167897.60,Clothing,21585,Eastern Europea
156617.70,Meals,25764,South American
102160.30,Entertainment,23466,Africa
8441.30,Clothing,22226,Japan
43678.30,Groceries,23008,Africa
45907.40,Groceries,27562,Eastern Europea
183196.00,Lodging,20911,China
32563.30,Clothing,24822,Scandanavian
101429.90,Entertainment,22487,Africa
225490.40,Misc,25002,South American
113121.40,Clothing,26331,South American
67863.80,Clothing,23013,Africa
39255.50,Clothing,24184,Mid East / Sout
33042.10,Electronics,27105,Eastern Europea
61930.10,Entertainment,28999,South American
149640.90,Meals,27273,Eastern Europea
43712.50,Electronics,26764,South American
85915.30,Clothing,27310,South American
81372.80,Groceries,28541,Scandanavian
69488.30,Misc,24215,Mid East / Sout
311952.90,Entertainment,22828,Africa
165093.20,Groceries,20861,China
62984.20,Electronics,20060,Africa
25062.50,Electronics,25593,Western Europea
32090.60,Misc,24661,Scandanavian
222703.10,Meals,28701,Japan
24098.80,Entertainment,26062,South American
44402.60,Misc,26170,South American
48386.90,Electronics,21569,Eastern Europea
38810.90,Entertainment,20532,Japan
310766.90,Meals,22830,Africa
205226.90,Meals,28698,South American
119544.90,Misc,22406,Africa
108013.40,Groceries,20523,Japan
66119.60,Groceries,26391,Scandanavian
53363.00,Home Supplies,22533,Africa
11006.30,Misc,24212,Mid East / Sout
118490.80,Home Supplies,20386,China
19009.10,Home Supplies,26446,Scandanavian
58127.80,Clothing,21588,Eastern Europea
54235.10,Lodging,21211,China
11656.10,Entertainment,26403,Scandanavian
2866.70,Misc,22403,Africa
407375.80,Electronics,20063,China
168889.40,Groceries,28990,Eastern Europea
234245.60,Clothing,23010,Africa
29320.40,Groceries,29331,Scandanavian
62836.40,Groceries,24966,Scandanavian
